"","V1","V2","V3","V6","V7"
"5530",-0.065,-0.485039,0.955,0.425,1.955
"5532",-0.2849902,0.7449708,0.1550098,0.005009766,1.13501
"5534",-0.06,0.559961,-0.01,1.29,1.35
"5545",1.135,1.284961,1.095,0.205,-0.215
"5546",0.88,1.539961,1.06,-0.05,-0.72
"5548",1.16,1.369961,0.88,0.71,-0.2
"5551",0.37,1.489961,0.73,0.89,0.12
"5553",0.44,0.769961,0.19,0.61,0.45
"5554",0.09001949,0.05998051,1.110019,-1.289981,1.510019
"5556",2.3375,1.397461,3.5375,-0.5025,3.3875
"5559",0.33,0.129961,-1.38,-0.81,1.55
"5576",0.275,0.864961,1.695,-0.945,-0.665
"5578",0.885,0.554961,0.415,1.525,-0.045
"5579",0.475,0.434961,0.225,1.845,-0.455
"5581",-0.2350098,0.2649512,0.6949902,-0.5650098,0.05499023
"5584",-0.11,-0.160039,0.31,-0.49,0.17
"5586",3.065,0.684961,3.325,4.765,0.645
"5589",1.045,0.524961,0.945,0.895,-1.205
"5593",-0.455,0.274961,-0.175,0.405,0.915
"5594",-0.03000977,0.4399512,-0.2000098,0.3799902,0.9799902
"5595",-0.02,1.059961,-0.13,0.02,1.05
"5598",0.05,0.159961,4.87891e-18,-0.43,0.34
"5601",0.3450195,0.8149805,-0.1949805,1.185019,0.4550195
"5603",0.05,0.889961,0.1,0.78,0.47
"5604",0.295,0.684961,-0.155,0.795,0.075
"5607",-0.355,0.844961,0.085,-0.545,1.135
"5608",0.58,0.589961,-0.02,-0.01,0.57
"5609",0.63,0.609961,-0.19,0.18,0.65
"5610",0.57,0.829961,-0.15,0.34,0.98
"5611",0.565,0.544961,-0.025,0.785,0.995
"5616",-0.3,0.679961,-0.07,0.89,0.64
"5619",1.315,1.604961,0.555,1.065,1.085
"5621",0.065,0.664961,-0.685,0.215,0.235
"5622",0.6599902,0.9099512,-0.6700098,0.7199902,0.6199902
"5623",1.00999,0.9199512,-0.4000098,0.2999902,0.2599902
"5626",0.04000977,0.2199708,-0.05999023,-0.03999023,1.05001
"5629",-0.125,0.554961,0.185,0.485,1.515
"5630",1.16,0.319961,-0.26,0.92,1.43
"5636",-0.305,0.484961,0.065,0.275,0.115
"5644",1.045,0.854961,0.345,1.475,0.215
"5645",-0.195,0.704961,0.845,0.685,0.045
"5651",1.115,1.444961,0.005,0.395,0.345
"5656",0.09501949,0.02498051,0.08501949,0.1250195,1.105019
"5662",0.25,0.09996101,0.46,0.68,0.15
"5664",-0.115,-0.645039,0.135,2.285,0.115
"5665",0.7099902,1.219951,0.3199902,1.14999,0.2999902
"5669",-0.36,-0.340039,-0.09,0.33,1.3
"5672",-0.55,-0.04003899,0.07,0.29,0.48
"5676",1.76499,4.084951,-0.1050098,1.73499,1.14499
"5681",0.04,-0.120039,-0.01,0.61,0.42
"5683",0.66,-0.800039,0.01,1.24,1.46
"5697",2.16999,2.849951,2.70999,2.18999,0.9599902
"5699",0.725,1.124961,0.185,1.315,0.345
"5700",0.305,0.474961,-0.075,1.695,0.015
"5701",2.215,0.274961,1.685,2.545,2.085
"5704",-0.1699805,0.05998051,-0.8299805,3.700019,0.4600195
"5708",-0.27,-0.02003899,-0.13,2.39,0.11
"5711",0.69,0.209961,1.28,2.51,0.35
"5714",1.475,0.924961,1.995,3.005,1.405
"5715",0.71,0.769961,1.6,2.49,0.87
"5718",-0.21,0.239961,1.5,3.23,1.52
"5721",2.79,1.629961,1.92,2.86,0.88
"5725",1.72499,1.214951,2.39499,1.49499,0.1649902
"5728",0.795,-0.375039,1.505,2.085,0.435
"5740",1.2,-0.08003899,5.20417e-18,1.89,-0.09
"5742",1.12,0.649961,1.03,0.95,0.64
"5744",0.9399902,0.5899512,1.08999,1.58999,1.33999
"5746",1.22,0.909961,1.01,1.82,1.05
"5749",1.13,0.389961,0.49,1.18,0.19
"5750",1.68,0.559961,0.41,0.8,0.43
"5754",-0.2349902,-0.4950292,0.1250098,0.2450098,-0.9749902
"5762",1.325019,-0.01501949,1.365019,-0.8449805,0.6450195
"5763",1.465,-0.395039,1.225,-0.685,-1.215
"5767",0.13,0.06996101,-0.46,1.17,0.76
"5773",-0.08,-0.04003899,1.25,1.36,0.12
"5774",0.14,-0.05003899,0.03,1.02,-1.68
"5777",0.24,0.699961,0.27,0.5,-0.84
"5778",0.675,0.954961,1.045,0.115,-0.865
"5781",-0.6599805,-0.8900195,0.2000195,0.7200195,-0.3699805
"5783",0.115,0.344961,1.055,-0.345,0.495
"5784",-0.025,0.624961,0.345,0.105,0.085
"5788",0.3450098,0.8249708,0.5350098,-0.06499023,0.5450098
"5789",-0.415,0.284961,0.105,0.185,0.605
"5791",0.4200195,0.6199805,0.5600195,-0.4699805,0.01001949
"5793",-0.06499023,-0.1950292,-0.1049902,0.6650098,1.04501
"5794",-0.1300098,-0.1200488,0.1899902,0.3599902,0.7199902
"5796",-0.6150098,-1.025049,0.6849902,-0.1250098,-0.3550098
"5797",0.08501949,-0.03501949,0.6650195,1.395019,2.075019
"5802",0.16,0.969961,0.93,-0.02,-0.06
"5803",1.40999,2.069951,3.78999,3.48999,1.34999
"5815",0.3000098,0.4299708,0.2000098,0.1900098,1.66001
"5816",-0.135,-0.185039,0.095,0.795,1.195
"5819",0.3975,0.467461,0.5975,-0.3925,0.1275
"5820",0.035,-0.505039,-0.245,1.035,1.705
"5821",-0.065,-0.375039,-0.055,1.495,1.715
"5822",-0.5050098,-0.4250488,0.02499023,2.03499,2.30499
"5824",0.085,-0.445039,-0.025,1.985,1.955
"5832",1.40999,1.619951,0.5499902,-0.2400098,0.9899902
"5837",2.23498,2.814941,2.00498,1.59498,0.3749805
"5838",2.43,3.389961,2.63,3.47,1.65
"5844",1.56,1.109961,1.34,1.46,2.91
"5847",1.455019,1.004981,0.9850195,0.9750195,1.515019
"5849",1.14999,1.849951,2.43999,0.5799902,0.6499902
"5850",0.4449902,1.194951,1.86499,0.8749902,1.08499
"5851",0.315,0.04496101,0.235,0.725,0.565
"5852",0.385,-0.01503899,-0.105,0.655,0.945
"5853",-0.07,-0.03003899,-0.2,0.85,0.94
"5855",-0.275,-0.225039,-0.155,0.625,0.335
"5859",0.285,0.174961,0.405,0.025,0.265
"5861",0.2,0.219961,0.64,-0.06,-0.73
"5862",0.1150195,0.02498051,0.4250195,0.06501949,-1.114981
"5863",-0.005009766,-0.3850488,-0.05500977,-0.2150098,1.22499
"5865",0.035,0.814961,0.605,-0.265,2.065
"5866",1.415,2.134961,0.925,2.245,1.175
"5867",1.66499,2.404951,1.51499,2.09499,1.78499
"5872",0.045,0.874961,1.445,1.615,2.405
"5875",0.04999023,0.6699512,1.14999,1.36999,-0.5900098
"5876",-0.1249902,0.2049708,0.6150098,0.08500977,-0.2749902
"5881",1.00998,0.6899415,0.07998047,1.03998,1.34998
"5885",-0.01,0.469961,0.43,0.7,-0.08
"5887",-0.3450098,0.2249512,0.07499023,0.05499023,-0.03500977
"5890",0.25,-0.200039,0.72,-0.16,0.51
"5892",0.3900098,-0.2100292,0.6900098,-0.1699902,0.4000098
"5893",-0.37,-0.08003899,0.5,0.19,0.13
"5895",0.1150195,-0.06501949,-0.09498051,1.365019,1.045019
"5896",-0.01,-0.370039,-0.31,1.08,1.39
"5897",0.805,1.444961,-0.315,0.735,0.275
"5898",0.655,0.814961,1.835,1.595,1.415
"5900",0.2,0.909961,0.91,0.75,2.01
"5903",-1.035,0.674961,1.085,0.045,1.145
"5909",0.95,1.189961,1.49,1.09,0.78
"5912",0.95,0.239961,0.48,1.26,2.15
"5913",0.245,0.514961,0.015,2.935,2.225
"5914",1.6,2.359961,0.71,1.74,0.8
"5917",1.540019,1.309981,0.3800195,1.890019,2.130019
"5918",1.280019,1.269981,0.1000195,1.380019,1.570019
"5919",0.885,0.784961,0.945,1.005,1.295
"5921",1.065019,1.424981,2.075019,-0.9349805,-0.5749805
"5924",0.745,0.554961,1.095,-0.195,-1.065
"5927",0.325039,0.035,0.185039,-0.374961,0.515039
"5928",-0.03,-0.04003899,-1.14,0.06,0.31
"5929",0.76,0.299961,-0.02,0.6,0.57
"5932",0.905,0.954961,0.265,0.035,-0.005
"5933",-1.05,-0.260039,1.19,1.23,0.35
"5936",0.63,1.379961,1.61,0.04,1.45
"5939",0.775,2.024961,2.415,0.275,1.975
"5945",0.64,0.109961,1.78,2.8,2.08
"5947",0.9,1.239961,1.24,2.84,1.55
"5949",0.055,0.184961,0.305,2.595,-0.095
"5953",0.4325,0.652461,0.2325,0.2025,0.0425
"5955",0.195,-0.305039,-0.105,0.405,-0.065
"5959",0.225,-0.155039,1.035,1.675,0.545
"5960",1.47,0.259961,1.71,0.87,1.43
"5961",0.8800195,0.05998051,1.310019,0.4700195,0.6900195
"5962",-0.025,0.274961,1.015,-0.015,1.015
"5965",0.49,0.339961,-0.51,1.02,0.27
"5968",0.18,0.299961,0.03,0.94,0.61
"5975",1.56,0.689961,0.88,1.19,0.43
"5983",-0.62,-0.170039,0.15,-0.47,0.14
"5985",0.255,1.044961,0.235,0.665,0.865
"5986",-0.31,0.08996101,0.22,1.12,0.69
"5989",0.35,0.929961,0.85,-0.27,0.19
"5994",-0.325,-0.07503899,1.015,1.005,-0.685
"5999",-0.1525,-0.212539,-0.0025,-0.8825,1.1775
"6000",-0.12,0.199961,0.15,0.2,1.36
"6001",0.02,0.04996101,0.25,0.35,0.86
"6004",0.5200293,0.009990273,0.8000293,0.9200293,-0.09997074
"6010",-0.005,-0.07503899,1.125,0.785,0.715
"6014",0.53,1.209961,0.1,0.04,0.09
"6015",1.26,0.839961,1.02,-0.92,0.04
"6020",-0.1499902,0.6399708,0.5000098,0.7500098,0.8800098
"6024",-0.95,-0.850039,0.21,-0.76,-0.54
"6026",0.6399902,0.4299512,0.3399902,-0.3700098,0.1699902
"6029",-0.53,0.569961,0.4,-0.23,-0.95
"6030",0.0025,0.03246101,0.1225,0.9625,0.4325
"6031",-0.02,0.07996101,-0.46,0.21,0.01
"6036",-0.49,0.03996101,-0.72,0.12,0.57
"6037",-0.36,0.559961,-0.21,0.13,0.81
"6043",-0.52,-0.150039,-0.42,-0.79,1.06
"6044",0.01,-0.09003899,-0.09,0.1,0.36
"6053",0.52,0.719961,1.04,1.32,1.3
"6054",0.43,0.899961,1.1,0.74,1.02
"6055",0.3350195,0.7249805,1.185019,0.9250195,1.085019
"6056",-6.938894e-18,0.02996101,-0.36,0.41,0.57
"6059",1.51,0.939961,0.75,-0.64,0.08
"6060",0.8099902,0.9199512,0.8999902,0.02999023,0.7699902
"6061",-0.05999023,-0.2100292,0.3200098,0.2700098,1.05001
"6062",0.3200098,-0.3700292,1.16001,1.10001,-0.2899902
"6063",1.28,0.699961,0.96,1.4,0.02
"6064",1.33,0.709961,0.68,1.46,0.08
"6069",0.26,-0.05003899,0.04,1.85,0.54
"6070",-0.21,0.499961,-0.32,0.27,1.22
"6072",-0.7899902,-0.7800292,0.2600098,0.8500098,0.04000977
"6075",-0.01,1.539961,0.2,-0.73,-0.47
"6078",-0.69,-0.210039,-0.6,-0.67,0.6
"6079",-0.4899903,-0.2900293,-0.4799903,-1.08999,0.4800097
"6081",-0.7099805,-0.6200195,0.4600195,-0.2099805,0.4500195
"6092",0.3149902,0.7749512,0.5349902,-0.09500977,0.5949902
"6097",0.015,-0.05503899,-0.415,0.145,0.405
"6103",-0.215,0.08496101,0.135,0.125,1.895
"6105",0.3899902,0.1099512,-0.1600098,1.26999,1.56999
"6107",0.205,1.034961,0.265,0.345,0.155
"6109",0.385,0.794961,0.625,1.055,1.015
"6110",0.42,0.819961,0.39,1.16,1.08
"6112",0.71,1.019961,0.58,1.56,0.9
"6113",0.26,0.499961,0.32,1.47,0.42
"6119",0.17,0.949961,0.7,0.89,1.5
"6120",-0.1800098,0.7899512,0.7399902,0.3699902,1.99999
"6121",-0.02498051,0.7849805,0.6650195,0.5650195,1.775019
"6124",0.82,-0.03003899,0.73,2.61,0.69
"6131",1.010019,0.6799805,0.3700195,0.6500195,0.8700195
"6134",-0.3599805,-1.380019,-0.7499805,2.360019,0.06001949
"6135",-0.635,-1.225039,-0.975,1.465,0.275
"6136",0.015,-0.125039,-0.315,0.055,0.585
"6138",-0.02,0.439961,0.24,0.05,0.61
"6141",1.05001,1.359971,0.4400098,-0.4699902,-0.2499902
"6144",-0.4,-1.040039,0.39,0.2,0.05
"6147",0.7700195,0.02998051,1.550019,2.470019,2.000019
"6148",-0.275,-0.175039,0.905,2.655,3.085
"6151",0.145,-0.655039,1.695,3.635,3.955
"6152",-0.2650098,-0.3350488,1.79499,3.59499,4.20499
"6154",-0.12,-0.280039,1.02,2.91,3.3
"6155",-0.22,-0.750039,0.69,2.32,2.47
"6157",-0.185,-0.575039,1.005,2.655,2.745
"6159",-1.065,-1.225039,0.105,1.525,1.745
"6160",-0.9249805,-0.7150195,0.005019493,1.135019,1.295019
"6162",-0.58,0.319961,0.27,1.29,1.59
"6164",-0.22,0.219961,-0.13,0.71,0.5
"6170",0.7250098,-0.1550292,1.17501,1.24501,-0.1949902
"6173",0.095,0.494961,0.395,0.765,1.765
"6174",-0.13,0.07996101,-0.41,0.09,1.41
"6176",-0.145,0.564961,0.215,-0.485,1.205
"6177",1.36,0.969961,0.35,0.94,1.88
"6179",0.845,1.134961,0.555,0.775,0.615
"6181",-0.105,-0.885039,-0.125,0.205,0.385
"6182",-0.545,-0.375039,-0.455,-0.295,-0.095
"6185",0.385,1.024961,0.015,0.815,1.225
"6187",0.0825,0.07246101,0.6525,-0.3275,-0.7675
"6189",0.015,-0.01503899,-0.615,-0.325,-0.255
"6190",0.1,0.399961,-0.91,-0.07,-0.05
"6192",-1.2,-0.870039,0.33,-0.05,-0.15
"6193",-0.8349902,-1.455029,0.6150098,-0.2749902,-0.4449902
"6195",0.2850195,-0.1950195,-0.04498051,-0.8249805,-0.4949805
"6206",-0.55,0.159961,0.55,1.1,0.86
"6219",-0.1100098,0.1499512,0.7099902,-0.1300098,0.5099902
"6229",-0.34,0.209961,0.06,0.75,0.34
"6230",-0.46,0.119961,-0.06,0.78,0.3
"6233",0.6999902,0.1499512,0.7099902,1.02999,1.15999
"6234",0.285,0.634961,0.545,1.015,0.395
"6235",-0.215,0.524961,0.895,0.645,1.375
"6236",-0.3750098,0.5849512,1.60499,0.4549902,1.56499
"6241",0.02,-0.430039,0.03,0.89,-0.35
"6242",0.275,-0.05503899,-0.145,0.685,-0.745
"6247",-0.38,-0.690039,-0.32,0.42,1.16
"6248",-0.895,-1.635039,-0.905,0.015,1.805
"6259",-0.015,-0.03503899,-0.085,0.985,0.065
"6262",1.795019,0.04498051,1.715019,2.985019,0.2350195
"6275",1.240019,0.2499805,1.600019,0.3700195,-0.9999805
"6276",0.855,0.204961,1.335,0.035,-0.775
"6277",-0.86,-1.800039,1.12,-2.14,1.03
"6280",-1.625,-0.705039,-0.015,-0.145,-0.695
"6281",-0.2249902,-0.5550292,-0.5849902,-0.5549902,0.5250098
"6287",-0.065,0.234961,0.295,-1.175,1.195
"6288",-2.18501,-3.405049,-0.6850098,-2.25501,-1.15501
"6291",-0.645,-0.465039,0.525,-0.015,-0.305
"6299",0.325,-0.185039,-1.315,0.745,-0.125
"6300",-1.18,-0.100039,-0.45,-0.23,-0.88
"6302",-0.135,0.924961,0.745,-0.175,-0.235
"6304",-0.945,-0.405039,-0.685,-0.275,0.095
"6312",-0.365,-0.225039,0.205,-0.315,-0.455
"6326",-0.8350098,-1.205049,0.03499023,0.5849902,1.22499
"6327",-0.33,-0.570039,0.08,0.65,0.66
"6331",-0.125,0.464961,0.455,0.015,-0.035
"6336",1.25,1.009961,-0.28,0.86,-0.22
"6337",0.545,1.324961,-0.095,-0.375,0.575
"6341",0.315,1.064961,1.225,1.655,0.625
"6347",1.03,1.109961,-0.12,0.11,0.38
"6348",-0.3799902,0.4799708,-0.8399902,0.8100098,-0.1199902
"6350",0.855,1.794961,0.395,0.395,-0.005
"6351",0.75,1.019961,-0.5,0.37,1.56
"6354",1.235,1.774961,0.465,0.515,1.545
"6356",1.01,1.899961,0.73,0.46,2.31
"6357",1.175,1.414961,0.505,0.195,2.095
"6358",0.8,1.309961,0.47,0.19,1.78
"6359",-0.055,-0.04503899,0.045,0.135,0.475
"6360",0.01,-0.120039,-0.01,0.62,1.38
"6362",0.535,0.834961,-0.205,0.395,0.635
"6367",-0.0525,-0.09253899,-0.5325,-0.7025,0.5275
"6370",0.2550195,0.03498051,-0.3049805,-0.4549805,1.035019
"6371",0.04501949,0.01498051,-0.2149805,0.1050195,1.135019
"6373",0.41,0.509961,-0.02,-0.29,0.83
"6374",0.63,0.439961,-0.14,0.14,1.47
"6376",0.2999902,0.5899512,-0.1400098,0.1399902,1.47999
"6377",0.2925,0.302461,0.3125,-0.2075,1.3625
"6379",0.2099902,0.4399512,0.2199902,0.4199902,1.31999
"6388",0.6949902,0.5849512,0.2649902,0.8449902,0.6549902
"6401",-0.02000977,0.7099512,-0.1900098,-0.3400098,-0.1400098
"6402",0.02001949,0.5499805,-1.039981,-0.2699805,-0.04998051
"6414",3.91,4.119961,-0.33,-0.4,1.08
"6423",1.1775,-0.412539,0.4875,0.3775,0.5175
"6424",-0.1799902,0.3999708,-0.09999023,0.3600098,-0.08999023
"6425",0.61,-0.05003899,-0.16,-0.75,0.23
"6427",1.21,0.609961,-0.42,0.14,0.33
"6432",0.31,-0.150039,6.938894e-18,0.28,0.68
"6437",-0.14,0.929961,0.37,0.1,-0.13
"6439",0.575,0.03496101,0.315,1.265,0.305
"6441",0.075,0.454961,-0.035,0.345,0.425
"6442",0.145,-0.03503899,1.035,1.375,0.335
"6447",0.6375,2.787461,-0.1825,-0.7025,0.8275
"6460",0.705,0.954961,0.015,0.355,1.375
"6465",0.2425195,0.4124805,-0.2974805,-0.8774805,-0.1274805
"6470",-0.225,-0.475039,-0.115,0.055,-0.045
"6475",-0.34,0.189961,0.26,-0.45,-0.35
"6476",-0.61,0.06996101,0.81,-0.39,-0.15
"6479",0.825,-0.585039,-0.075,-0.355,-0.935
"6482",0.505,-0.09503899,0.155,0.055,-0.465
"6489",0.175,0.574961,0.475,0.355,0.735
"6491",-0.15,-0.400039,0.08,0.93,0.18
"6498",0.35,0.399961,0.13,0.59,0.97
"6499",0.495,0.04496101,1.385,0.345,-0.175
"6500",1.01999,0.9299512,0.6199902,1.66999,-0.1600098
"6501",1.215,0.974961,0.455,1.315,-0.395
"6503",-0.52,-0.880039,-0.42,-0.26,0.3
"6504",-0.235,-0.805039,-0.165,0.135,0.795
"6509",0.015,0.574961,0.095,-0.415,0.575
"6513",-0.465,0.434961,-1.555,-0.235,0.195
"6515",-0.7750098,0.2149512,-0.5250098,-0.2050098,0.7549902
"6517",-0.3500098,0.2799512,-0.03000977,-0.5500098,0.5699902
"6518",0.17,-0.400039,-0.1,0.14,0.64
"6523",0.145,0.08496101,-0.205,-0.225,0.245
"6526",0.26,-3.898621e-05,0.52,-1.734723e-18,0.08
"6531",-0.625,-1.075039,-1.315,-0.805,0.595
"6532",-0.7350098,-1.075049,-0.4650098,-1.14501,0.4149902
"6533",-0.52,-0.210039,0.64,-0.07,-0.92
"6543",-0.04,0.309961,-0.35,-0.67,-0.02
"6545",-0.62,0.259961,-0.05,-1.4,-0.73
"6548",0.2625,-0.807539,0.1925,1.4425,-0.2375
"6552",0.115,0.564961,0.425,-0.045,-0.685
"6555",0.06,0.329961,0.16,0.24,-0.2
"6557",-0.235,0.144961,0.255,0.075,-1.015
"6575",0.3575,0.487461,0.0975,1.7075,0.1975
"6577",0.12,0.519961,0.22,1.75,0.46
"6585",-0.275,0.504961,0.585,0.985,1.035
"6597",0.08,-0.290039,-0.02,0.65,-0.31
"6603",0.69,0.349961,-0.08,0.4,-0.45
"6609",0.41,0.439961,0.35,0.17,-0.63
"6617",0.1800098,0.1099708,-0.6999902,0.8600098,-0.6899902
"6626",0.6225195,0.002480507,-0.2874805,-0.03748051,-0.09748051
"6628",1.435,1.404961,-0.155,-1.155,-0.265
"6652",0.155,0.404961,0.465,0.255,0.305
"6655",1.045019,1.124981,0.7550195,-0.4849805,0.4450195
"6661",0.815,-0.425039,0.685,-0.025,0.015
"6662",-0.3775,-0.307539,0.0625,0.9725,0.8425
"6664",0.06,0.669961,1.36,0.6,-1.54
"6670",0.335,0.524961,-0.295,0.285,0.885
"6671",0.5,0.129961,0.35,0.45,0.58
"6677",0.345,0.184961,0.275,-1.475,-0.925
"6678",0.535,-0.165039,0.395,-0.315,-1.065
"6684",0.445,0.604961,0.455,0.235,1.455
"6690",0.43,0.09996101,-0.31,0.53,-0.62
"6691",-0.19,-0.890039,-0.03,0.25,-1.75
"6698",0.06999023,0.6799512,0.4399902,1.19999,-0.4500098
"6700",0.385,0.114961,-0.375,0.205,-1.945
"6703",0.145,-0.105039,0.365,-0.125,0.785
"6707",0.025,0.144961,1.455,0.095,0.265
"6719",-0.28,-1.140039,0.02,-1.38,-1.66
"6733",-1.145,-2.285039,-0.405,0.645,-1.515
"6736",-0.9549805,-2.565019,-0.4549805,1.605019,0.1150195
"6737",-1.015,-2.005039,-0.225,1.365,1.145
"6738",0.1675,-1.162539,-1.3025,0.5175,0.0575
"6742",-1.155,-0.365039,-0.265,-1.295,-0.485
"6746",-0.3399805,0.1399805,1.140019,-0.3999805,-0.2299805
"6747",2.45,1.349961,0.81,1.62,0.64
"6751",0.4275,-0.09253899,-0.5325,0.7775,0.2275
"6753",-0.1000098,-0.2800488,-0.4500098,0.1499902,0.3699902
"6756",0.3550195,0.8849805,-0.3449805,-0.1449805,0.1950195
"6757",0.415,0.684961,-0.455,-0.185,0.005
"6758",0.5899902,0.9899512,-0.2200098,0.04999023,0.8099902
"6759",0.335,0.484961,0.425,0.855,0.165
"6761",0.8225,0.502461,-0.2175,0.2725,0.5125
"6763",-0.3050098,0.05495125,0.3849902,0.1249902,0.8249902
"6765",-0.045,0.534961,-0.115,1.445,0.455
"6766",-0.3099805,0.02998051,-0.02998051,0.9100195,0.4600195
"6768",0.065,0.434961,0.215,1.595,0.575
"6771",0.205,0.424961,0.375,0.695,-0.385
"6772",0.125,0.354961,0.215,0.455,0.025
"6773",0.495,0.484961,0.225,0.895,-0.005
"6778",0.855,-0.325039,0.065,0.715,0.005
"6781",0.195,0.194961,0.115,0.175,0.415
"6782",1.0225,0.452461,0.4025,1.0725,-0.0375
"6785",1.105,-0.09503899,-0.035,0.245,0.545
"6787",1.495,0.284961,0.075,0.295,0.065
"6788",1.525,0.564961,0.305,0.105,-0.235
"6789",0.5299902,0.4099512,-0.2200098,0.9099902,0.2099902
"6790",0.1049902,0.3349512,-0.1050098,1.56499,0.1449902
"6791",0.24,0.799961,0.01,1,0.08
"6793",0.1,0.479961,0.42,1.19,0.76
"6794",0.015,-0.245039,0.145,0.135,-0.095
"6796",-0.2049805,0.01498051,0.06501949,0.03501949,-0.2149805
"6797",0.1850195,-0.07501949,-0.6449805,-1.294981,-1.244981
"6801",-0.095,0.474961,0.565,0.205,0.215
"6805",-0.13,-0.170039,0.06,0.25,-0.23
"6812",0.59,0.02996101,0.68,0.17,-0.23
"6813",0.335,0.154961,0.715,0.025,-0.025
"6824",-0.175,-0.535039,-0.595,-2.095,-0.495
